content,product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Last week I installed a new air filter on our 400ISL engine.
Then, I recently decided to put a new backup camera on our coach because the old, obsolete camera system was old and obsolete. Time to start.
I didn't want to use a wireless camera because of radio frequency issues with our TPMS and video quality, I wanted to keep the Trip-Tec output on the backup camera video display, wanted to use a new video monitor and the cable for the old backup camera could not be cheaply/easily used for another camera system, so I got a new camera that connects to the new monitor with a RCA video cable. This meant connecting the new monitor at the front of the coach to the new camera on the back of the coach with new video and 12v cables.
I figured if I was already running a video cable and 12v power 40' away through the coach and was going near the bedroom TV, I may as well fish new HDMI, network and a RG6 coax cables at the same time for an updated entertainment system.
I ran the cables from the front upper entertainment cabinet above the driver's seat to a boxed in valence over the front side window, up above the ceiling, then into the air conditioning ceiling duct in the front of the coach, out of the duct in the bedroom, then above the ceiling and down into the bedroom TV cabinet, through the bedroom closet and out through the engine compartment to the backup camera. This was the culmination of several months contemplating just how to accomplish this without the cables being visible anywhere.
I just finished today, no cables are visible and it all works! I love it when a project comes together!",Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Air dryer maintenance finished tonight. New desiccant filter, lower unit rebuild bits, and cleaned and sealed fittings all the way around.
Also, installed a new air filter.
Neither had been serviced since 2008. Working on getting it all caught up.
On tap:
- New fridge cooling unit arrives tomorrow. Also picked up a Fridge Defend for it, and I'm going to rebuild the wiring harness
, too.
- Front air bags are in the garage, waiting
- Transmission fluid
and filters are too",Heating and Cooling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rebuilt interior entry steps - replaced rotten wood.
Removed convection/microwave, modified the opening by adding a shelf and built in spice rack
, and installed a new smaller inverter microwave. Installed a light over the spice rack
that is tied into under cabinet lighting I installed last year.
Yes, incase you are wondering, the microwave feet are set in recessed holes in the shelf and it has a nylon strap over the top secured to the shelf. The shelf itself, is screwed in place. Didn't want to get beaned in the back of the head by a microwave when stopping fast.
Swapped out original Norcold 1200 for a Fisher Paykel residential unit.
Dewinterized and tested our Splendide Wash/dryer and noticed it didn't dry and smelled like hot electrical. Pulled it out, removed the top and found the cooling fan
for the blower motor
was rubbing on a nearby wiring harness
. This prevented the blower from working which allowed the heating coils to get very hot - hence the smell. The wiring harness
insulation wasn't damaged fortunately so I gave it a few wraps of electrical tape for future protection, cut the zip ties holding it in place, repositioned it away from the fan blades, and resecured it. Did a test run to confirm it was fixed, and it's good to go again. Glad I caught it before damage was done.
I'll be back here to post more later in the summer after I do a few more projects. I need to install one more solar panel, repair my last two fogged windows, swap out my original modified sine wave inverter/charger for a pure sine wave model, replace a couple bad slide gaskets, and paint the fiberglass roof with Topside paint. I'm sure there'll be more as time goes along because we hope to be full timing around this time next year so now's the time to get everything done. Add those to all the projects I have lined up for preparing the house for sale. YIKES! It's going to be a busy summer!",Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oh so much done with updating/remodeling. Most of the heavy lifting is behind us so most recently:
1. Adjusted headlights, what a difference, they were pointed at the ground about 5 feet out.
2. Repair short in fog lamps
, replace bulbs.
3. Install ""in-house"" vacuum, can in bay and connection under cabinets in kitchen. (Happy wife, happy life).
4. Replace old console tv's for flat screens with sound bars. Retro trim cabinets to fit new systems (used trim removed from removal of dinnett but that's part of the larger remodel.
5. Wash, compound rub (oxidation gone), polish compound, Maquires (sp?) Wax on both the MH and hold.
6. Install slinky stinky storage tube. So nice!
7. Just ordered quick disconnects for potable water hose.
8. Replaced all marker lights
with LED.
Forgetting something I'm sure but that took up the past month. Over the winter did a total gut and replace of the interior; floors (no more stinky carpet) up. And of course gave my local RV mechanic some business to make sure the ol' '02 is as sound as it can be.
Much more was done, much more to be done but those are stories for another day.",Lights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quote:
Originally Posted by astrnmrtom
Removed convection/microwave, modified the opening by adding a shelf and built in spice rack
, and installed a new smaller inverter microwave. Installed a light over the spice rack
that is tied into under cabinet lighting I installed last year.
Yes, incase you are wondering, the microwave feet are set in recessed holes in the shelf and it has a nylon strap over the top secured to the shelf. The shelf itself, is screwed in place. Didn't want to get beaned in the back of the head by a microwave when stopping fast.
Which specific microwave model is that?
.",Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Replaced tail pipe from muffler back. Got drug off while going thru a pothole filled lot.
Water heater gas valves replaced. They decided it was time to quit.
New air filter. Wow, should have done that sooner - a noticeable improvement.
New hoses for front HWH jacks. 4-year old leak fixed.
New switches in bedroom headboard lights. $5 fix rather than replace - already have led bulbs in them.
All 11 ceiling lights converted from Thinlite fluorescent to LED. Used $8 LED/fixtures to convert and reuse the Thinlite fixtures.",Lights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quote:
Originally Posted by Cougarkid
Replaced tail pipe from muffler back. Got drug off while going thru a pothole filled lot.
Water heater gas valves replaced. They decided it was time to quit.
New air filter. Wow, should have done that sooner - a noticeable improvement.
New hoses for front HWH jacks. 4-year old leak fixed.
New switches in bedroom headboard lights. $5 fix rather than replace - already have led bulbs in them.
All 11 ceiling lights converted from Thinlite fluorescent to LED. Used $8 LED/fixtures to convert and reuse the Thinlite fixtures.
Topped up batteries. Replaced gen air filter. Checked tire pressures. Washed rv . has been sitting for 2 months. Was growing a realky thin coat of mold on north side. Cleaned roof and sprayed wet it and forget it. Supposedly will keep mold off with each rain storm. [emoji299]",Lights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ordered new awnings and slide toppers from Stone Vos, new theatre seating from Brad and Hall, new dining chairs and new front air conditioner.",Exterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Long list, just since Jan 2019, two front steer tires, engine water pump, was replaced four years ago as well, rocker switch on HWH panel, all four air bags, installed cooling fan
on Norcold, installed A/C muffler on front A/C, made a big difference. Water line to ice make valve and replaced the ice maker. Now waiting on next crisis maint situation to appear. I'm sure I left something off. Oh well, happy RVer when all working good.",Plumbing and Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulled the distributor for PM and replaced both the pick up coil and ICM.
Bought new ADCO Tyvek cover.
Replaced ignition switch
(steering column)
Replaced DRAC module with appropriate one based on RV tire size.
Replaced serpentine belt",Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quote:
Originally Posted by Cougarkid
Replaced tail pipe from muffler back. Got drug off while going thru a pothole filled lot.
Water heater gas valves replaced. They decided it was time to quit.
New air filter. Wow, should have done that sooner - a noticeable improvement.
New hoses for front HWH jacks. 4-year old leak fixed.
New switches in bedroom headboard lights. $5 fix rather than replace - already have led bulbs in them.
All 11 ceiling lights converted from Thinlite fluorescent to LED. Used $8 LED/fixtures to convert and reuse the Thinlite fixtures.
Could you by chance share a link/info on the $8 LED fixtures?",Chassis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Where to start:
- new oil/filter, Fuel Filter
, Hydraulic filter, Water Filters and air filters
- New King OTA antenna
- New King Falcon and Max-WiFi Router
- New Residential fridge
- New Trailer Brake Controller
- New Snappad jack pads, will love these
- New LED bulbs through out. Go to Wish.com. Pennies compared to Amazon. Outfitted all exterior lamps last year, still going strong
- New LCD TV mount to move under cabinet.
Man I am glad these are only periodic upgrades and not every year
2008 Fleetwood Revolution
LE 42K, 45K miles",Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quote:
Originally Posted by IndyHntr
Where to start:
- new oil/filter, Fuel Filter
, Hydraulic filter, Water Filters and air filters
- New King OTA antenna
- New King Falcon and Max-WiFi Router
- New Residential fridge
- New Trailer Brake Controller
- New Snappad jack pads, will love these
- New LED bulbs through out. Go to Wish.com. Pennies compared to Amazon. Outfitted all exterior lamps last year, still going strong
- New LCD TV mount to move under cabinet.
Man I am glad these are only periodic upgrades and not every year
2008 Fleetwood Revolution
LE 42K, 45K miles
I made several upgrades this year also. Problem is now I am already looking at things to upgrade next year.",Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOL, all 4 rotors, calipers and pads, all 4 brake hoses, front wheel bearings
, ABS sensor
on the right front (melted into a blob from the extreme heat of a collapsed brake hose not releasing the brake in Travelers rest SC on April 4, parked in the History Museum of Travelers Rest for 3 nights, great folks!) GREAT steak place if you get stuck there , Peddler steak house, Trans fluid and filter changed, oil and lubed, air filter, wiper blades
, State inspection (NY HEAVY), $2200. 2 new tires on the way for the steers, another $850. New rear AC unit
last summer. Ignition sw melted. Front air bag popped. engine oil dipstick
tube rusted off. Added air bags to the rear, (how anyone drove it without is beyond me).
Acme dolly and a 2018 Dodge journey FWD 6 cyl to put on it.
Somebody please make it stop...
Oh yeah 1.3 acres in FL to park it on till the final home is built...",Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Today was a few small things. I installed the dimmable bedroom lights another member recommended, fixed the bathroom fan and washed the bugs off the front. Tomorrow I’ll pick up the new Maxx Fan circuit board from the campground I had it sent to and fix that as well. The fan failed on day two of a 15 day trip, so I did some troubleshooting and then took the on/off switch out of the circuit.",Lights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Went up on the roof and removed the shower skylight. It made the bathroom into a sauna. I painted it with a ACE Gloss White rattle can after a light sanding and put it back. I still get plenty of light but very little heat.,Exterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quote:
Originally Posted by Kahoona
Went up on the roof and removed the shower skylight. It made the bathroom into a sauna. I painted it with a ACE Gloss White rattle can after a light sanding and put it back. I still get plenty of light but very little heat.
Great idea!",Exterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Attempted to locate the power feed of 6 outlets in the RV that are not working.
Replaced CO detector.",Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Added the bedlift kit from Hatchlift. Terribly vague instructions, but managed to get it done and works great. Next up is to replace the seals around the bed frame and add some sound/heat proofing around the compartment.
Also plugged in the Ozonator to zap critters and mold etc.
Windshields got replaced yesterday. 400 dollars in deductibles. Crystal clear vision and a better tint.","Adhesives, Sealants, and Cleaners",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I installed vent covers on the roof on bath fan and fantastic fan in kitchen area,
Added European hinges on a raised panel board that was screwed in place below my sink in bath to cover mechanical items. It opened up a nice area for storage.
I installed a Kleinn model 103 air horn
and it works great for highway driving ( can still select the electric horn only by flipping a switch on dash …. for city driving)",Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Just bought a 99 SunCruiser.
Replaced old TV
Fixed cabinets
Fixed water leak
Remodeled Bathroom all new faucets and accessories
New tires
New Brakes
All fluids
Install two roof vents
Resealed front windshield and running lights
New mattress topper
TV in bedroom.",Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
